name,response,prompt
SCOTT LANG, Not it.," A dominion of death, at the very center of Celestial existence. It's where... Thanos murdered my sister."
NATASHA ROMANOFF, That Time Stone guy..., Not it.
BRUCE BANNER, Doctor Strange., That Time Stone guy...
NATASHA ROMANOFF," Yeah, what kind of doctor was he?", Doctor Strange.
Tony, Ear-nose-throat meets rabbit from a hat.," Yeah, what kind of doctor was he?"
BRUCE BANNER," Nice place in the village, though.", Ear-nose-throat meets rabbit from a hat.
Tony, Yeah. Sullivan Street.," Nice place in the village, though."
BRUCE BANNER, Hmm... Bleecker., Yeah. Sullivan Street.
NATASHA ROMANOFF," Wait, he lived in New York?", Hmm... Bleecker.
Tony, No. He lived in Toronto. Were you even paying attention?," Wait, he lived in New York?"
NATASHA ROMANOFF," Guys, if you pick the right year, there are three stones in New York.", No. He lived in Toronto. Were you even paying attention?
BRUCE BANNER,  Shut the front door.," Guys, if you pick the right year, there are three stones in New York."
STEVE ROGERS," All right. We have a plan. Six Stones, three teams. One shot.",  Shut the front door.
STEVE ROGERS," Five years ago, we lost. All of us. We lost friends... We lost family... We lost a part of ourselves. Today, we have a chance to take it all back. You know your teams, you know your missions. Get the stones, get them back. One round trip each. No mistakes. No do-overs. Most of us are going somewhere we know. But it doesn't mean we should know what to expect. Be careful. Look out for each other. This is the fight of our lives. And we're gonna win.  Whatever it takes. Good luck.",<<NO PROMPT>>
ROCKET, He's pretty good at that.," Five years ago, we lost. All of us. We lost friends... We lost family... We lost a part of ourselves. Today, we have a chance to take it all back. You know your teams, you know your missions. Get the stones, get them back. One round trip each. No mistakes. No do-overs. Most of us are going somewhere we know. But it doesn't mean we should know what to expect. Be careful. Look out for each other. This is the fight of our lives. And we're gonna win.  Whatever it takes. Good luck."
SCOTT LANG, Right? , He's pretty good at that.
Tony," All right. You heard the man. Stroke those keys, jolly green.", Right? 
BRUCE BANNER, Tractors engaged.," All right. You heard the man. Stroke those keys, jolly green."
ROCKET,"  You promise to bring that back in one piece, right?", Tractors engaged.
CLINT BARTON," Yeah, yeah, yeah, yeah. Okay. I'll do my best.","  You promise to bring that back in one piece, right?"
ROCKET," As promises go, that was pretty lame."," Yeah, yeah, yeah, yeah. Okay. I'll do my best."
NATASHA ROMANOFF,  See you in a minute.," As promises go, that was pretty lame."
STEVE ROGERS," All right, we all have our assignments. Two Stones uptown, one Stone, down. Stay low. Keep an eye on the clock.",  See you in a minute.
 STEVE ROGERS, Feel free to smash a few things along the way.," All right, we all have our assignments. Two Stones uptown, one Stone, down. Stay low. Keep an eye on the clock."
BRUCE BANNER," I think it's gratuitous, but whatever.", Feel free to smash a few things along the way.
BRUCE BANNER, I'm looking for Doctor Strange.,<<NO PROMPT>>
BRUCE BANNER," That, actually.",<<NO PROMPT>>
BRUCE BANNER," Sorry, but I wasn't asking.",<<NO PROMPT>>
BRUCE BANNER," Ah, you're right, I don't.  But I need that stone, and I don't have time to beat it-",<<NO PROMPT>>
THOR, That's Jane.," Ah, you're right, I don't.  But I need that stone, and I don't have time to beat it-"
ROCKET," All right. Here's the deal, Tubby: You're gonna charm her and I'm gonna poke her with this thing,  and extract the Reality Stone and get gone, lickety-split.", That's Jane.
THOR," I'll be right back, okay? There's a wine cellar, that's just down there. My father used to have this huge barrel of Aakonian ale. I'll see if the scullery has a couple of to-go cups..."," All right. Here's the deal, Tubby: You're gonna charm her and I'm gonna poke her with this thing,  and extract the Reality Stone and get gone, lickety-split."
ROCKET, Hey! Hey! Aren't you drunk enough already?," I'll be right back, okay? There's a wine cellar, that's just down there. My father used to have this huge barrel of Aakonian ale. I'll see if the scullery has a couple of to-go cups..."
ROCKET, Who's the fancy broad?,<<NO PROMPT>>
THOR, It's my Mother. She dies today., Who's the fancy broad?
ROCKET, Oh. That's today?, It's my Mother. She dies today.
THOR, I can't do this. I can't do this. I shouldn't be here. I shouldn't have come.This was a bad idea., Oh. That's today?
ROCKET, Come here. , I can't do this. I can't do this. I shouldn't be here. I shouldn't have come.This was a bad idea.
THOR," No, no, no. I think I'm having...I'm having a panic attack. I shouldn't be here...this is...this is a bad-", Come here. 
ROCKET, Come here. Right here.," No, no, no. I think I'm having...I'm having a panic attack. I shouldn't be here...this is...this is a bad-"
ROCKET," You think you're the only one who lost people? What do you think we're doing here? I lost the only family I ever had. Quill, Groot, Drax, the chick with the antenna, all gone. Now, I get you miss your Mom. But she's gone. Really gone. And there are plenty of people who are only kinda gone. But you can help them. So is it too much to ask that you brush the crumbs outta your beard, make schmoopy talk to Pretty Pants, and when she's not looking, suck out the Infinity Stone and help me get my family back?",<<NO PROMPT>>
THOR, Okay.," You think you're the only one who lost people? What do you think we're doing here? I lost the only family I ever had. Quill, Groot, Drax, the chick with the antenna, all gone. Now, I get you miss your Mom. But she's gone. Really gone. And there are plenty of people who are only kinda gone. But you can help them. So is it too much to ask that you brush the crumbs outta your beard, make schmoopy talk to Pretty Pants, and when she's not looking, suck out the Infinity Stone and help me get my family back?"
ROCKET, Are you crying?, Okay.
THOR, No...Yes!, Are you crying?
ROCKET, Get it together! You can do this. You can do this. All right?, No...Yes!
THOR," Yes, I can.", Get it together! You can do this. You can do this. All right?
ROCKET, Good.," Yes, I can."
THOR," I can do this. I can do it, I can't do this.", Good.
ROCKET," Alright, Heartbreaker. She's alone. This is our shot.  Thor? Thor! Aaagh!!!"," I can do this. I can do it, I can't do this."
RHODEY," Alright. Bring it down low. Right on that line. That's it. Down, down."," Alright, Heartbreaker. She's alone. This is our shot.  Thor? Thor! Aaagh!!!"
CLINT BARTON," Hey, can we hurry it up?"," Alright. Bring it down low. Right on that line. That's it. Down, down."
NATASHA ROMANOFF," Guys, chop-chop. Come on. We're on a clock."," Hey, can we hurry it up?"
RHODEY," All that, is really helpful.  Take care, okay?"," Guys, chop-chop. Come on. We're on a clock."
NATASHA ROMANOFF, Yeah.," All that, is really helpful.  Take care, okay?"
RHODEY, Take that stone and come back. No messing around., Yeah.
CLINT BARTON,  Hey. You got this., Take that stone and come back. No messing around.
RHODEY," Let's get it done. Yes, sir.",  Hey. You got this.
NATASHA ROMANOFF,  See you back.," Let's get it done. Yes, sir."
RHODEY, You guys watch each other's six.,  See you back.
CLINT BARTON, Yeah., You guys watch each other's six.
NEBULA, The coordinates for Vormir are laid in. All they have to do is not fall out., Yeah.
CLINT BARTON, It's a long way from Budapest., The coordinates for Vormir are laid in. All they have to do is not fall out.
RHODEY," Okay, so, uhh... We just wait around for this Quill guy to show up and then he leads us to the Power Stone, is that it?", It's a long way from Budapest.
NEBULA,  Let's take cover. We're not the only ones in 2014 looking for the stones.," Okay, so, uhh... We just wait around for this Quill guy to show up and then he leads us to the Power Stone, is that it?"
RHODEY," Wait a minute, what are you talking about right now? Who else is looking for these stones?",  Let's take cover. We're not the only ones in 2014 looking for the stones.
NEBULA," My father, my sister... and me."," Wait a minute, what are you talking about right now? Who else is looking for these stones?"
RHODEY, And you? Where are you right now?," My father, my sister... and me."
Tony," Got to hustle, Cap. Things look like they're just about wrapped up here. ", And you? Where are you right now?
STEVE ROGERS, Got it. I'm approaching the elevator now.," Got to hustle, Cap. Things look like they're just about wrapped up here. "
Tony," Uh, Mr. Rogers. I almost forgot that that suit  did nothing for your ass.", Got it. I'm approaching the elevator now.
STEVE ROGERS," No one asked you to look, Tony."," Uh, Mr. Rogers. I almost forgot that that suit  did nothing for your ass."
Tony,  It's ridiculous.," No one asked you to look, Tony."
SCOTT LANG," I think you look great, Cap. As far as I'm concerned, that's America's ass. ",  It's ridiculous.
SCOTT LANG, Who are these guys?,<<NO PROMPT>>
Tony," They are SHIELD...Well, actually Hydra. But, we didn't know that yet.", Who are these guys?
SCOTT LANG," Seriously, you didn't? I mean...they look like bad guys."," They are SHIELD...Well, actually Hydra. But, we didn't know that yet."
Tony," You're small, but you're talking loud."," Seriously, you didn't? I mean...they look like bad guys."
Tony," All right, you're up, little buddy.  There's our stone.",<<NO PROMPT>>
SCOTT LANG,  Alright. Flick me.," All right, you're up, little buddy.  There's our stone."
Tony," All right, Cap. I got our scepter in the elevator just passing the 80th floor.",  Alright. Flick me.
STEVE ROGERS, On it. Head to the lobby.," All right, Cap. I got our scepter in the elevator just passing the 80th floor."
Tony, Alright. I'll see you there., On it. Head to the lobby.
STEVE ROGERS, Change of plans., Alright. I'll see you there.
STEVE ROGERS, Rumlow.  I just got a call from the Secretary. I'm gonna be running point on the scepter.,<<NO PROMPT>>
STEVE ROGERS, We got word there may be an attempt to steal it.,<<NO PROMPT>>
STEVE ROGERS, That's okay. Trust me.  Hail Hydra.,<<NO PROMPT>>
Tony," Thumbelina, do you copy? I've got eyes on the prize. It's go-time.", That's okay. Trust me.  Hail Hydra.
SCOTT LANG, Bombs away.  Is... is that Axe body spray?," Thumbelina, do you copy? I've got eyes on the prize. It's go-time."
Tony," Yeah, I had a can just for emergencies. Relax. Can we focus, please?", Bombs away.  Is... is that Axe body spray?
SCOTT LANG, I'm going inside you. Now.," Yeah, I had a can just for emergencies. Relax. Can we focus, please?"
HYDRA AGENT," Hand over the case, Stark.", I'm going inside you. Now.
Tony,"  All right, move it, Stuart Little. Things are getting dicey up here. Let's go."," Hand over the case, Stark."
SCOTT LANG, You promise me you won't die?,"  All right, move it, Stuart Little. Things are getting dicey up here. Let's go."
Tony, You're only giving me a mild cardiac dysrhythmia., You promise me you won't die?
SCOTT LANG, That doesn't sound mild., You're only giving me a mild cardiac dysrhythmia.
Tony," Do it, Lang!", That doesn't sound mild.
Tony, Window's closing. Pull my pin!,<<NO PROMPT>>
SCOTT LANG, Here goes!, Window's closing. Pull my pin!
Tony," MEDIC! You guys, some help!", Here goes!
Tony, Good job. Meet me in the alley. I'm gonna grab a quick slice.,<<NO PROMPT>>
SCOTT LANG," That wasn't supposed to happen, was it?", Good job. Meet me in the alley. I'm gonna grab a quick slice.
Tony," Oh, we blew it."," That wasn't supposed to happen, was it?"
STEVE ROGERS," Tony, what's going on? Tell me you found that cube.  Oh, you gotta be shitting me."," Oh, we blew it."
STEVE ROGERS,  I'm not Loki. And I don't wanna hurt you.,<<NO PROMPT>>
STEVE ROGERS,"  Yeah, I know. I know.",<<NO PROMPT>>
STEVE ROGERS, Bucky... is... alive!,<<NO PROMPT>>
STEVE ROGERS, That is America's ass.,<<NO PROMPT>>
BRUCE BANNER," Please, please!", That is America's ass.
BRUCE BANNER," With all due respect, I'm not sure the science really supports that.",<<NO PROMPT>>
BRUCE BANNER," No, but we can erase it. Because once we are done with the stones, we can return each one to its own timeline at the moment it was taken. So, chronologically,  in that reality,  it never left.",<<NO PROMPT>>
BRUCE BANNER, We will. I will. I promise.,<<NO PROMPT>>
BRUCE BANNER," Then, why the hell did Strange give it away?",<<NO PROMPT>>
BRUCE BANNER," Strange, he gave it away. He gave it to Thanos.",<<NO PROMPT>>
BRUCE BANNER, Yes!,<<NO PROMPT>>
BRUCE BANNER, I have no idea. Maybe he made a mistake.,<<NO PROMPT>>
BRUCE BANNER, So he must have done it for a reason.,<<NO PROMPT>>
BRUCE BANNER, Thank you.,<<NO PROMPT>>
THOR, Aah!!!, Thank you.
THOR," OH, God!",<<NO PROMPT>>
THOR," Yeah, I was simply just going for a walk, and uh... ",<<NO PROMPT>>
THOR, I always wear this. This is one of my favorites.,<<NO PROMPT>>
THOR," Oh, my eye. That's... you remember the Battle of Haroquin? When I got hit in the face with a broadsword?",<<NO PROMPT>>
THOR,"  Yes, I am.",<<NO PROMPT>>
THOR, I didn't say I'm from the future.,<<NO PROMPT>>
THOR,"  I am totally, totally from the future.",<<NO PROMPT>>
THOR, I really need to talk to you.,<<NO PROMPT>>
THOR, His head was over there... His body over there... What was the point? I was too late. I was just standing there. Some idiot with an axe.,<<NO PROMPT>>
THOR," I guess, yeah.",<<NO PROMPT>>
THOR, That's a little bit harsh.,<<NO PROMPT>>
THOR," I'm not supposed to be like everyone else, am I?",<<NO PROMPT>>
THOR," I really missed you, Mum.",<<NO PROMPT>>
ROCKET, Thor! I got it!," I really missed you, Mum."
THOR," Ma, I have to tell you something.", Thor! I got it!
THOR, But this is about your future.,<<NO PROMPT>>
ROCKET," Hey. You must be Mom. I got the thing. Come on, we got to move.", But this is about your future.
THOR, I wish we had more time.," Hey. You must be Mom. I got the thing. Come on, we got to move."
THOR," I love you, Mom.",<<NO PROMPT>>
ROCKET, Come on. We gotta go.," I love you, Mom."
ROCKET, Three... two...,<<NO PROMPT>>
THOR," No, wait!", Three... two...
ROCKET,  Wh- what am I looking at?," No, wait!"
THOR,  I'm still worthy.,  Wh- what am I looking at?
ROCKET," Oh, boy.",  I'm still worthy.
THOR," Goodbye, Mom."," Oh, boy."
RHODEY, So he's an idiot?," Goodbye, Mom."
NEBULA, Yeah., So he's an idiot?
RHODEY, What's that?, Yeah.
NEBULA, The tool of a thief., What's that?
RHODEY," Whoa, whoa, whoa, whoa...This is the part where spikes come out with skeletons on the end and everything...", The tool of a thief.
NEBULA, What are you talking about?," Whoa, whoa, whoa, whoa...This is the part where spikes come out with skeletons on the end and everything..."
RHODEY," When you break into a place called the temple of the Power Stone, There's gonna be a bunch of booby traps–", What are you talking about?
RHODEY, Okay. All right. Go ahead.,<<NO PROMPT>>
NEBULA, I wasn't always like this., Okay. All right. Go ahead.
RHODEY," Me either. But we work with what we got, right?", I wasn't always like this.
RHODEY, Sync up.  Three.. two.. one...,<<NO PROMPT>>
NEBULA," No! He knows!  Barton? Barton, come in. Romanoff? Come in, we have a problem. Come on! Come in, we have a prob....Thanos knows. Thanos… He knows.", Sync up.  Three.. two.. one...
Tony, Cap–," No! He knows!  Barton? Barton, come in. Romanoff? Come in, we have a problem. Come on! Come in, we have a prob....Thanos knows. Thanos… He knows."
Tony," Sorry, buddy. We got a– problem.",<<NO PROMPT>>
SCOTT LANG," Huh. Yeah, we do."," Sorry, buddy. We got a– problem."
STEVE ROGERS," Well, what are we gonna do now?"," Huh. Yeah, we do."
Tony," You know what? Give me a break, Steve. I just got hit in the head with the Hulk."," Well, what are we gonna do now?"
SCOTT LANG, You said that we had one shot. This– this was our shot. We shot it. It's shot. Six stones or nothing. Six stones or nothing–," You know what? Give me a break, Steve. I just got hit in the head with the Hulk."
Tony," You're repeating yourself, you know that? You're repeating yourself.", You said that we had one shot. This– this was our shot. We shot it. It's shot. Six stones or nothing. Six stones or nothing–
SCOTT LANG, You're repeating yourself. You're repeating yourself. You know– No.," You're repeating yourself, you know that? You're repeating yourself."
Tony," Dude, come on.", You're repeating yourself. You're repeating yourself. You know– No.
SCOTT LANG," You never wanted a time heist, you went on board with the time heist–"," Dude, come on."
Tony, I dropped the ball.," You never wanted a time heist, you went on board with the time heist–"
SCOTT LANG, You ruined the time heist., I dropped the ball.
Tony, Is that what I did?, You ruined the time heist.
SCOTT LANG, Yeah!, Is that what I did?
STEVE ROGERS, Are there any other options with the Tesseract?, Yeah!
SCOTT LANG," No, no, no. There's no other options. There's no do-overs. We're not going anywhere else. We have one particle left. Each. That's it, alright? We use that– Bye, bye. You're not going home.", Are there any other options with the Tesseract?
STEVE ROGERS," Yeah, well if we don't try, then no one else is going home, either."," No, no, no. There's no other options. There's no do-overs. We're not going anywhere else. We have one particle left. Each. That's it, alright? We use that– Bye, bye. You're not going home."
Tony," I got it. There's another way. To retake the Tesseract and acquire new particles. We'll stroll down memory lane. Military installation, Garden State."," Yeah, well if we don't try, then no one else is going home, either."
STEVE ROGERS, When were they both there?," I got it. There's another way. To retake the Tesseract and acquire new particles. We'll stroll down memory lane. Military installation, Garden State."
Tony, They were there at a– I've a vaguely exact idea., When were they both there?
STEVE ROGERS, How vague?, They were there at a– I've a vaguely exact idea.
SCOTT LANG, What are you talking about? Where are we going?, How vague?
Tony, I know for a fact they were there–, What are you talking about? Where are we going?
SCOTT LANG, Who's they? What are we doing?, I know for a fact they were there–
Tony, And I know how I know., Who's they? What are we doing?
SCOTT LANG," Guys, what's up? What is it?", And I know how I know.
Tony," Well, it looks like we're improvising."," Guys, what's up? What is it?"
SCOTT LANG, Right. What are we improvising?," Well, it looks like we're improvising."
Tony," Scott, get this back to the compound.", Right. What are we improvising?
Tony, Suit up.,<<NO PROMPT>>
SCOTT LANG, What's in New Jersey?, Suit up.
Tony," 0-4,", What's in New Jersey?
STEVE ROGERS, 0-4– -," 0-4,"
Tony," Uhh, 0-7.", 0-4– -
STEVE ROGERS, 0-7. -," Uhh, 0-7."
SCOTT LANG, Excuse me..., 0-7. -
Tony, 1-9-7-0., Excuse me...
STEVE ROGERS, Are you sure?, 1-9-7-0.
SCOTT LANG," Cap. Captain. Steve, sorry, America. Rogers. Look, if you do this, and this doesn't work, you're not coming back.", Are you sure?
Tony," Thanks for the pep talk, pissant.  Do you trust me?"," Cap. Captain. Steve, sorry, America. Rogers. Look, if you do this, and this doesn't work, you're not coming back."
STEVE ROGERS, I do.," Thanks for the pep talk, pissant.  Do you trust me?"
Tony, Your call., I do.
STEVE ROGERS, Here we go., Your call.
Tony," Clearly, you weren't actually born here, right?", Here we go.
STEVE ROGERS, The idea of me was.," Clearly, you weren't actually born here, right?"
Tony," Right. Well, imagine you're SHIELD, running a quasi-fascistic intelligence organization. Where do you hide it?", The idea of me was.
STEVE ROGERS, In plain sight.," Right. Well, imagine you're SHIELD, running a quasi-fascistic intelligence organization. Where do you hide it?"
Tony,"  Good luck on your mission, Captain.", In plain sight.
STEVE ROGERS,"  Good luck on your project, doctor.","  Good luck on your mission, Captain."
ELEVATOR LADY, You're new here?,"  Good luck on your project, doctor."
STEVE ROGERS, Not exactly., You're new here?
Tony,  Gotcha. Back in the game., Not exactly.
HOWARD STARK," Arnim, you in there? Arnim? Hey! Door's this way, pal.",  Gotcha. Back in the game.
Tony," Oh, yeah."," Arnim, you in there? Arnim? Hey! Door's this way, pal."
HOWARD STARK, I'm looking for Dr. Zola. Have you seen him?," Oh, yeah."
Tony," Yeah, no, Dr. Zol– No, I haven't seen a soul.  Pardon me.", I'm looking for Dr. Zola. Have you seen him?
HOWARD STARK, Do I know you?," Yeah, no, Dr. Zol– No, I haven't seen a soul.  Pardon me."
Tony," No, sir. I'm a– a visitor from MIT.", Do I know you?
HOWARD STARK, Huh. MIT. Got a name?," No, sir. I'm a– a visitor from MIT."
Tony, Uh– Howard., Huh. MIT. Got a name?
HOWARD STARK," Well, that'll be easy to remember.", Uh– Howard.
Tony, Howard– Potts.," Well, that'll be easy to remember."
HOWARD STARK," Well, I'm Howard Stark. ", Howard– Potts.
Tony, Hi. ," Well, I'm Howard Stark. "
HOWARD STARK," Shake it, don't pull it.", Hi. 
Tony, Yeah–," Shake it, don't pull it."
HOWARD STARK," You look a little green around the gills there, Potts.", Yeah–
Tony," I'm fine. Just, long hours."," You look a little green around the gills there, Potts."
HOWARD STARK," Wanna get some air? Hello, Potts."," I'm fine. Just, long hours."
Tony, Yeah. That would be swell.," Wanna get some air? Hello, Potts."
HOWARD STARK, That way., Yeah. That would be swell.
Tony, Okay., That way.
HOWARD STARK, Need your briefcase?, Okay.
HOWARD STARK," You're not one of those beatniks, are ya, Potts?",<<NO PROMPT>>
HANK PYM, That would be the number that you called. Yes.," You're not one of those beatniks, are ya, Potts?"
HANK PYM, Bring it up.,<<NO PROMPT>>
HANK PYM, I'm confused. I thought that was your job.,<<NO PROMPT>>
HANK PYM," They didn't open it, did they?",<<NO PROMPT>>
HANK PYM, Excuse me! Out of the way!,<<NO PROMPT>>
Tony," So, flowers and sauerkraut. You got a big date tonight?", Excuse me! Out of the way!
HOWARD STARK," My wife's expecting. And, uh– Too much time in the office."," So, flowers and sauerkraut. You got a big date tonight?"
Tony, Congratulations.," My wife's expecting. And, uh– Too much time in the office."
HOWARD STARK," Thanks. Hold this, will you?", Congratulations.
Tony," Yeah, sure. How far along is she?"," Thanks. Hold this, will you?"
HOWARD STARK, I don't know– Uh– She's at the point where she can't stand the sound of my chewing. I guess I'll be eating dinner in the pantry again.," Yeah, sure. How far along is she?"
Tony, I have a little girl., I don't know– Uh– She's at the point where she can't stand the sound of my chewing. I guess I'll be eating dinner in the pantry again.
HOWARD STARK, A girl would be nice. Less of a chance she'd turn out exactly like me., I have a little girl.
Tony, What'd be so awful about that?, A girl would be nice. Less of a chance she'd turn out exactly like me.
HOWARD STARK, Let's just say that the greater good has rarely outweighed my own self-interests., What'd be so awful about that?
SECURITY OFFICER, And you've never seen these two men before?, Let's just say that the greater good has rarely outweighed my own self-interests.
ELEVATOR LADY," No, I've got an eye for this. The two of them looked fishy.", And you've never seen these two men before?
SECURITY OFFICER, Can you describe them?," No, I've got an eye for this. The two of them looked fishy."
ELEVATOR LADY," Well, one of them had a hippie beard.", Can you describe them?
SECURITY OFFICER, Hippie? Like Bee Gees or Mungo Jerry?," Well, one of them had a hippie beard."
ELEVATOR LADY, Definitely Mungo Jerry., Hippie? Like Bee Gees or Mungo Jerry?
SECURITY OFFICER," Yeah, this is Chesler. I need every available MPs on sub-level 6. We have a potential breach.", Definitely Mungo Jerry.
Tony," So, where are you at with names?"," Yeah, this is Chesler. I need every available MPs on sub-level 6. We have a potential breach."
HOWARD STARK," Well, if it's a boy, my wife likes Elmonzo."," So, where are you at with names?"
Tony," Huh, Might wanna let that stew awwhile. You got time."," Well, if it's a boy, my wife likes Elmonzo."
HOWARD STARK, Let me ask you a question. When your kid was born– were you nervous?," Huh, Might wanna let that stew awwhile. You got time."
Tony, Wildly. Yeah., Let me ask you a question. When your kid was born– were you nervous?
HOWARD STARK, Did you feel qualified? Like you had any idea how to successfully operate that thing?, Wildly. Yeah.
Tony," I literally pieced it together as I went along, I thought about what my Dad did, and–", Did you feel qualified? Like you had any idea how to successfully operate that thing?
HOWARD STARK," My old man, he never met a problem he couldn't solve with a belt."," I literally pieced it together as I went along, I thought about what my Dad did, and–"
Tony," I thought my dad was tough on me. And now, looking back, I just remember the good stuff, you know. He did drop the odd pearl."," My old man, he never met a problem he couldn't solve with a belt."
HOWARD STARK, Yeah? Like what?," I thought my dad was tough on me. And now, looking back, I just remember the good stuff, you know. He did drop the odd pearl."
Tony," ""No amount of money ever bought a second of time.""", Yeah? Like what?
HOWARD STARK, Smart guy.," ""No amount of money ever bought a second of time."""
Tony, He did his best., Smart guy.
HOWARD STARK," Let me tell you. That kid's not even here yet, and there's nothing I wouldn't do for him. Good to meet you, Potts.", He did his best.
Tony," Yeah, Howard– Everything's gonna be all right. Thank you– for everything– you've done for this country."," Let me tell you. That kid's not even here yet, and there's nothing I wouldn't do for him. Good to meet you, Potts."
HOWARD STARK," Jarvis, have we ever met that guy?"," Yeah, Howard– Everything's gonna be all right. Thank you– for everything– you've done for this country."
EDWIN JARVIS," You meet a lot of people, sir."," Jarvis, have we ever met that guy?"
HOWARD STARK, Seems very familiar. Weird beard.," You meet a lot of people, sir."
NEBULA, I'm you., Seems very familiar. Weird beard.
NEBULA, You can stop this. You know you want to. Did you see what happens in the future? Thanos finds the Soul Stone. You wanna know how he does that? You wanna know what he does to you?,<<NO PROMPT>>
CLINT BARTON," Wow– Under different circumstances, this would be totally awesome.", You can stop this. You know you want to. Did you see what happens in the future? Thanos finds the Soul Stone. You wanna know how he does that? You wanna know what he does to you?
NATASHA ROMANOFF," I bet the raccoon didn't have to climb a mountain. CLINT BARTON: Technically, he's not a raccoon, you know."," Wow– Under different circumstances, this would be totally awesome."
NATASHA ROMANOFF, Whatever. He eats garbage.,<<NO PROMPT>>
NATASHA ROMANOFF, Who are you?,<<NO PROMPT>>
NATASHA ROMANOFF," Oh, good. You tell us where it is. Then we'll be on our way.",<<NO PROMPT>>
NATASHA ROMANOFF, The stone is down there.,<<NO PROMPT>>
CLINT BARTON, How's it going? Jesus...Maybe he's making this shit up., The stone is down there.
NATASHA ROMANOFF, No. I don't think so., How's it going? Jesus...Maybe he's making this shit up.
CLINT BARTON," Why, 'cause he knows your Daddy's name?", No. I don't think so.
NATASHA ROMANOFF, I didn't. Thanos left here with the stone without his daughter. It's not a coincidence.," Why, 'cause he knows your Daddy's name?"
CLINT BARTON, Yeah., I didn't. Thanos left here with the stone without his daughter. It's not a coincidence.
NATASHA ROMANOFF, Whatever it takes., Yeah.
CLINT BARTON, Whatever it takes., Whatever it takes.
NATASHA ROMANOFF," If we don't get that stone, billions of people stay dead.", Whatever it takes.
CLINT BARTON, Then I guess we both know who it's gotta be.," If we don't get that stone, billions of people stay dead."
NATASHA ROMANOFF, I guess we do., Then I guess we both know who it's gotta be.
CLINT BARTON," I'm starting to think– we mean different people here, Natasha.", I guess we do.
NATASHA ROMANOFF, For the last five years I've been trying to do one thing: Get to right here. That's all it's been about. Bringing everybody back.," I'm starting to think– we mean different people here, Natasha."
CLINT BARTON," Oh, don't you get all decent on me now.", For the last five years I've been trying to do one thing: Get to right here. That's all it's been about. Bringing everybody back.
NATASHA ROMANOFF," What, you think I wanna do it? I'm trying to save your life, you idiot."," Oh, don't you get all decent on me now."
CLINT BARTON," Yeah, well, I don't want you to, because I– Natasha, you know what I've done. You know what I've become."," What, you think I wanna do it? I'm trying to save your life, you idiot."
NATASHA ROMANOFF, I don't judge people on their worst mistakes.," Yeah, well, I don't want you to, because I– Natasha, you know what I've done. You know what I've become."
CLINT BARTON, Maybe you should., I don't judge people on their worst mistakes.
NATASHA ROMANOFF, You didn't., Maybe you should.
CLINT BARTON," You're a pain in my ass, you know that?", You didn't.
CLINT BARTON, Okay. You win.,<<NO PROMPT>>
CLINT BARTON, Tell my family I love them.,<<NO PROMPT>>
NATASHA ROMANOFF, You tell them yourself., Tell my family I love them.
CLINT BARTON, Damn you!, You tell them yourself.
NATASHA ROMANOFF, Let me go., Damn you!
CLINT BARTON," No. Please, no.", Let me go.
NATASHA ROMANOFF, It's okay.," No. Please, no."
CLINT BARTON, Please–  NO!!!, It's okay.
BRUCE BANNER, Did we get them all?, Please–  NO!!!
RHODEY, You telling me this'll actually work?, Did we get them all?
BRUCE BANNER," Clint, where's Nat?", You telling me this'll actually work?
Tony, Do we know if she had family?," Clint, where's Nat?"
STEVE ROGERS, Yeah. Us., Do we know if she had family?
THOR, (confused) What?, Yeah. Us.
Tony, I just asked him a question–, (confused) What?
THOR," Yeah, you're acting like she's dead. Why are we acting like she's dead? We have the stones, right? As long as we have the stones, Cap, we can bring her back, isn't that right?  So stop this shit. We're the Avengers, get it together.", I just asked him a question–
CLINT BARTON, We can't get her back.," Yeah, you're acting like she's dead. Why are we acting like she's dead? We have the stones, right? As long as we have the stones, Cap, we can bring her back, isn't that right?  So stop this shit. We're the Avengers, get it together."
THOR, Wha– what?, We can't get her back.
CLINT BARTON, It can't be undone. It can't., Wha– what?
THOR," I'm sorry. No offense, but you're a very earthly being. Okay? We're talking about space magic. And ""can't"" seems very definitive don't you think?", It can't be undone. It can't.
CLINT BARTON," (to Thor) Yeah, look, I know that I'm way outside my paygrade here. But she still isn't here, is she?"," I'm sorry. No offense, but you're a very earthly being. Okay? We're talking about space magic. And ""can't"" seems very definitive don't you think?"
THOR," No, that's my point–"," (to Thor) Yeah, look, I know that I'm way outside my paygrade here. But she still isn't here, is she?"
CLINT BARTON," It can't– be undone. Or that's at least what the red floating guy had to say. (shouts) Maybe you wanna go talk to him, okay? GO GRAB YOUR HAMMER, AND YOU GO FLY AND TALK TO HIM!"," No, that's my point–"
CLINT BARTON, It was supposed to be me. She sacrificed her life for that goddamn stone. She bet her life on it.,<<NO PROMPT>>
BRUCE BANNER, She's not coming back. We have to make it worth it. We have to., It was supposed to be me. She sacrificed her life for that goddamn stone. She bet her life on it.
STEVE ROGERS, We will., She's not coming back. We have to make it worth it. We have to.
ROCKET, Boom!, We will.
ROCKET," All right. The glove's ready. Question is, who's gonna snap their freaking fingers?",<<NO PROMPT>>
THOR, I'll do it.," All right. The glove's ready. Question is, who's gonna snap their freaking fingers?"
SCOTT LANG, Excuse me?, I'll do it.
