name,line
Liz, It was boring? You got to hang out with Spider-Man.
Toomes, Really? Spider-Man? Wow. What’s he like?
Peter," Yeah, he’s nice. Nice man. Solid dude."
Toomes, Hmm.
Liz," Look, so cute."
Peter, Aww...
Toomes," I’ve seen you around, right? I mean... Somewhere. We’ve, uh, have we ever? Because even the voice..."
Liz," Um, he does Academic Decathlon with me."
Toomes, Oh.
Liz, And he was at my party.
Toomes, Ah.
Peter," It was a great party, really great, yeah. Beautiful house, a lot of windows."
Liz," You were there for, like, two seconds."
Peter, That was... I was there longer than two seconds.
Liz, You disappeared.
Peter," No, no. I did not disappear."
Liz," Yes, you did. You disappeared like you always do. Like you did in D.C., too."
Toomes," That’s terrible, what happened down there in D.C., though. Were you scared?"
Toomes," I’ll bet you were glad when your old pal Spider-Man showed up in the elevator, though, huh?"
 then,]
Peter," Yeah, well, I actually didn’t go up. I saw it all from the ground."
Liz, Yeah.
Peter, Very lucky that he was there that day.
Toomes, (grins) Good old Spider-Man.
Liz," Dad, the light."
Toomes, Here we are. End of the line.
Liz," Thanks, Dad."
Toomes," You head in there, gumdrop. I’m gonna give Peter the, uh, the “dad talk.”"
Liz, (to Peter) Don’t let him intimidate you.
Liz, Love you.
Toomes," Love you, gumdrop."
Liz, Have a safe flight.
Liz, Hi! You guys look so pretty.
Toomes, Does she know?
Peter, Know what?
Toomes, So she doesn’t. Good. Close to the vest. I admire that. I’ve got a few secrets of my own. Of all the reasons I didn’t want my daughter to date...
Toomes," Peter, nothing is more important than family. You saved my daughter’s life. I could never forget something like that. So I’m gonna give you one chance. Are you ready? You walk through those doors, you forget any of this happened. And don’t you ever, ever interfere with my business again. Because if you do, I’ll kill you and everybody you love. I’ll kill you dead. That’s what I’ll do to protect my family. Do you understand?"
Toomes," Hey. I just saved your life. Now, what do you say?"
Peter, Thank you.
Toomes," You’re welcome. Now, you go in there and you show my daughter a good time, okay? Just not too good."
Liz, Hey. What did he say to you?
Peter," Gotta go. I’m, I’m sorry. You don’t deserve this."
Schultz, He gave you a choice. You chose wrong.
Peter," Ah, what the hell?"
Schultz, What’s with the crappy costume?
Peter, My web-shooters...
Schultz," I wasn’t sure about this thing at first, but damn."
Peter, Ugh. Gross.
Peter, Why did he send you here?
Schultz, Guess you’ll never know.
Peter, Nice shot!
Peter," Yes! Ned, the guy with the wings is Liz’s dad."
Ned, What?
Peter," I know. I gotta tell Mr. Stark. Call Happy Hogan. He’s Mr. Stark’s head of security. And, uh, get a computer to track my phone for me."
Ned, Are you gonna be okay?
Peter," Hurry, we gotta catch him before he leaves town."
Flash," I’m sorry about dinner, but I know when branzino’s fresh, and that was not fresh, okay? So..."
Peter," (in a gravelly voice) Flash, I need your car and your phone."
Flash," Uh, sir, technically, this is my dad’s car, sir. So I can’t..."
Peter," (in a normal voice) Hello, Ned? Hey, hey, hey, hey, can you hear me?"
Ned, Go for Ned.
Peter," Ned, I need you to track my phone for me."
Ned," Yeah, but where is it?"
Ned," Genius move. Okay, he just passed the GameStop on Jackson Avenue."
Peter," Hey, where are the headlights on this thing? I’m in Flash’s car."
Ned, I’ll pull the specs.
Peter," Okay, you’re on speakerphone."
Ned, You stole Flash’s car. Awesome.
Peter," Yeah, it’s awesome. It’s awe... Whoa!"
Peter," Get out of the way, get out of the way! Move! Move!"
Ned," Peter, are you okay?"
Peter, I’ve never really driven before. Only with May in parking lots. This is a huge step up...
Peter," Hey, have you gotten through to Happy yet?"
Ned, Yeah. I’m working on it. I just gotta backdoor the phone system.
Ned, Guy in the chair.
Happy, Takeoff in nine minutes. (to Ned) Hello? Hello? Who is this?
Ned," Uh... Mr. Happy, it’s Ned."
Happy, Who?
Ned, I’m an associate of Peter Parker. Got something very important to tell you-
Happy, You gotta be shitting me.
Ned, Damn.
Peter," Hey, Ned, how we coming on with those headlights?"
Ned," Uh... Round knob to the left of the steering wheel, turn clockwise."
Peter," Left. Okay. Okay, perfect. So where’s my phone now?"
Ned, Um... He stopped in an old industrial park in Brooklyn.
Peter, What? That makes no sense. I thought he said he was going out of town!
Ned," Weird. Oh, I reached Mr. Happy. Don’t think he likes you, by the way. It sounded like he was catching a flight. He said something about taking off in nine minutes."
Peter, What?
Ned, He was surrounded by a bunch of boxes.
Peter, Boxes? It’s moving day. It’s moving day! It’s moving day! He’s gonna rob that plane! I gotta stop him!
Happy," All right, wheels up in eight minutes. We just got to load Tony’s old Hulkbuster armor, prototype for Cap’s new shield, and the Meging... the Meg... the... Thor’s magic belt."
Ned," Okay, slow down. You’re getting close. It’s on your right."
Peter, What?
Ned, Turn right! Turn right!
Ned," Peter, are you okay?"
Peter, Yeah. Just keep trying to get through to Happy.
Ned," It’s been an honor, Spider-Man."
 Warren, What are you doing here? There’s a dance.
Ned, Uh...
Ned, (awkwardly) I’m... looking... at... porn.
Peter, Hey! Surprised?
Toomes," Oh, hey, Pete. I didn’t hear you come in."
Peter, It’s over. I’ve got you.
Toomes," You know, I gotta tell you, Pete, I really, really admire your grit. I see why Liz likes you. I do. When you first came to the house, I wasn’t sure. I thought, “Really?” But I get it now."
Peter, How could you do this to her?
Toomes," To her? I’m not doing anything to her, Pete. I’m doing this for her."
Peter," Huh, yeah."
Toomes," (sighs) Peter, you’re young. You don’t understand how the world works."
Peter," Yeah, but I understand that selling weapons to criminals is wrong."
Toomes," How do you think your buddy Stark paid for that tower? Or any of his little toys? Those people, Pete, those people up there, the rich and the powerful, they do whatever they want. Guys like us, like you and me, they don’t care about us. We build their roads and we fight all their wars and everything, but they don’t care about us. We have to pick up after ‘em. We have to eat their table scraps. That’s how it is. I know you know what I’m talking about, Peter."
Peter, Why are you telling me this?
Toomes, Because I want you to understand. And... I needed a little time to get her airborne.
Toomes," I’m sorry, Peter."
Peter, What are you talking about? That thing hasn’t even touched me yet.
Toomes," True. Then again, wasn’t really trying to."
Mason," Chief, they’re powering up engines."
Toomes, Okay.
Mason," Come on, come on, come on."
Toomes," Yeah, yeah."
Peter," Oh, god. Okay, ready?"
Peter," Hello! Hello! Please. Hey, hey, please. I’m down here. I’m down here. I’m stuck. I’m stuck. I can’t move. I can’t..."
Tony," If you’re nothing without this suit, then you shouldn’t have it."
Peter," Come on, Peter. Come on, Spider-Man. Come on, Spider-Man. Come on, Spider-Man. Come on, Spider-Man!"
Mason, Launch for intercept. Green light. Green light.
Toomes," Oh, yeah."
Tech, Retro-reflective panels engaged.
Toomes," Got a visual on the plane, feeling a little resistance."
Mason, It’s probably just a drag on the new turbines.
Peter, Ah! Whoa!
Mason, Look out for the cloaking cameras. Stay in the blind spots.
Peter," Oh, my god! Oh, my god!"
Mason, Deploy high-altitude vacuum seal.
Toomes," This better work, Mason."
Mason," Trust me, boss. Even one of those boxes and we are set for life."
Toomes, Yeah.
Peter, Hey! Ah! Whew.
Mason, You have thirty seconds to get to the cockpit and override their security.
Toomes, Cloning transponder signal.
Mason, Launching decoy drone.
Toomes, Entering new coordinates.
Happy," Good, so it’s on its way?"
Tech," Yes, sir, right on course."
Happy," Okay, thank you. All right."
Toomes, Hot dog.
Peter, Just a typical homecoming on the outside of an invisible jet... Fighting my girlfriend’s dad.
Peter," Oh, god!"
Peter, Whew. I can’t believe that worked.
Mason," Chief, chief, they’re losing altitude. Get out of there."
Toomes, I’m not going home empty-handed.
Peter," Oh, my god."
Mason, Get out of there! What are you doing?
Peter, Please turn! Please turn!
Toomes," Hey, Pedro."
Toomes, Bingo.
Peter, Your wing suit. Your wing suit’s gonna explode!
Toomes," Time to go home, Pete."
Peter, I’m trying to save you!
Peter, No.
 A note is attached beside him, “FOUND FLYING VULTURE GUY. SPIDER-MAN. P.S. SORRY ABOUT YOUR PLANE.” Happy raises his head and looks around as if searching for someone.]
Ned," It looked so insane. That whole... Like, it was just crazy. He, he was just like, “Zzzz,” and you were like, “Ah!”"
Peter, Shh.
Ned," And then I just hit him with the “pew.” It was so, oh, my god."
Peter, You saved me. It was awesome.
Peter," Hey, Liz!"
Betty, I’m gonna miss you.
Liz, Bye.
Peter, Liz.
Peter," Liz, look. I’m so sorry."
Liz, You say that a lot. What are you sorry for this time?
When Peter fails to answer,]
Liz, The dance? That was a pretty crappy thing to do.
Peter," Well, yeah, but I... I mean, your dad... I can’t imagine what you’re going through. If there’s anything I can do to help..."
Liz," (fighting tears) I guess we’re moving to Oregon. Mom says it’s nice there, so that’s cool. Anyways, Dad doesn’t want us here during the trial, so..."
Peter," Liz, I... I..."
Liz," Bye, Peter. Whatever’s going on with you, I hope you figure it out."
 Harrington," Congratulations, Decathlon national champions."
Decathlon Team, (clapping) Yeah!
 Harrington," I’m gonna have to put this back in the trophy case soon, but just for motivation right now at this practice. I’m a little ahead of the game, but we will need a new team captain next year. So I’m appointing Michelle."
Decathlon Team, Yeah!
Michelle," Uh, thank you. My friends call me M.J."
Ned, I thought you didn’t have any friends.
Michelle, I didn’t.
 He picks the broken phone up and reads a message from an unknown number, “Go to the bathroom.”]
Peter, I... I gotta go.
Michelle," Hey, where you going?"
Michelle," What are you hiding, Peter?"
Michelle," I’m just kidding. I don’t care. Bye. (to Decathlon team) All right, so we should run some drills."
Ned, Yeah.
Peter," Hey, Happy. What, uh... What are you doing here?"
Happy," I really owe you one. I don’t know what I would do without this job. I mean, before I met Tony-"
 Finally,]
Peter," So, uh, how long you been here?"
Happy, Long enough to be awkward. Boss wants to see you.
Peter, (whispers) Is he here too?
Happy," In the toilet? No, he’s upstate."
Peter," Upstate? Like, upstate-upstate?"
Happy," Yeah, let’s go."
 Dashboard display says, “You may take your hands off the steering wheel.”]
Happy," Take a look. It’s pretty impressive, huh?"
Happy, They just finished remodeling the whole thing.
Happy, You don’t see that every day.
Tony," Oh, there they are. How was the ride up?"
Happy, Good.
Tony, Give me a minute with the kid.
Happy, Seriously?
Tony, Yeah. I gotta talk to the kid.
Happy, I’ll be close behind.
Tony, How about a loose follow? All right? Boundaries are good.
Tony," Sorry I took your suit. I mean, you had it coming. Actually, it turns out it was the perfect sort of tough-love moment that you needed, right? To urge you on, right? Wouldn’t you think? Don’t you think?"
Peter," Yeah, yeah, I guess."
Tony, Let’s just say it was.
Peter," Mr. Stark, I really-"
Tony," You screwed the pooch hard. Big time. But then you did the right thing. Took the dog to the free clinic, you raised the hybrid puppies... All right, not my best analogy. (beat) I was wrong about you. I think, with a little more mentoring, you could be a real asset to the team."
Peter, To the... To the team?
Tony," Yeah. Anyway... (points at a door) There’s about fifty reporters behind that door. Real ones, not bloggers."
Tony, When you’re ready... Why don’t you try that on? And I’ll introduce the world to the newest official member of the Avengers: Spider-Man.
Peter, I...
Tony, Yeah. Give that a look.
Tony," So, after the press conference, Happy will show you to your room, your new quarters. (to Happy) Where’s he between? He’s next to Vision?"
Happy," Yeah, Vision’s not big on doors."
Tony, It’s fun.
Happy, Or walls.
Tony, (to Peter) You’ll fit right in.
Peter," Thank you, Mr. Stark. But I’m good."
Tony, You’re good? Good? How are you good?
Peter," Well, I mean, I’m... I’d rather just stay on the ground for a little while. Friendly neighborhood Spider-Man. Somebody’s got to look out for the little guy, right?"
Tony," You turning me down? You better think about this. (pointing at the new Spider-Man suit) Look at that. Look at me. Last chance, yes or no?"
Peter, No.
Tony," Okay. It’s kind of a Springsteen-y, working class hero vibe that I dig. Uh, Happy will take you home. Yeah?"
Happy, Yeah. (to Peter) Mind waiting in the car? I need a minute.
Peter," Thank you, Mr. Stark."
Tony," Yes, Mr. Parker. Very well."
Peter, See you around.
Tony, Okay.
Peter," That was a test, right? There’s, uh, nobody back there?"
Tony," Yes, you passed. All right, skedaddle there, young buck."
Peter," Thank you, Mr. Stark. Thank you."
Tony," Yeah, thank you."
Happy, Told you he’s a good kid.
Pepper, Where’s the kid?
Happy, He left.
Pepper, Everybody’s waiting.
Tony, You know what? He actually made a really mature choice. It just surprised the heck out of us.
Pepper, Did you guys screw this up?
Tony, (points at Happy) He told the kid to go wait in the car.
Pepper, Are you kidding me? I have a room full of people in there waiting for some big announcement. What am I gonna tell them?
Tony," Think of something. How about, um... Hap, you still got that ring?"
Happy," Do I... I, uh..."
Tony, The engagement ring?
Happy, Are you kidding? I’ve been carrying this since 2008.
 then,]
Tony, Okay.
Pepper, I think I can think of something better than that.
Tony," Well, it would buy us a little time."
Tony, Like we need time.
Pepper, I can’t believe you have that thing in your pocket.
Tony," Want me to get the door for you, hon?"
Pepper, I got it.
Peter," Aunt May, did you do dinner already?"
 Peter calls out,]
Peter, May?
May, What the fu...?
Gargan," Look who it is! What are the odds you and I’d end up in the same summer camp? Relax. This? (points at the scar on his forehead) It’s not on you. It’s on our, uh... little spider friend. I’ve got some boys on the outside who would love to meet him. You know, take a picture, slice his throat, put his head in a dryer. And I heard a rumor... you know who he is."
Toomes," If I knew who he was, he’d already be dead."
Guard," Toomes, your family’s here."
Steve, Hi. I’m Captain America. Here to talk to you about one of the most valuable traits a soldier or student can have. Patience. Sometimes patience is the key to victory. Sometimes it leads to very little. It seems like it’s not worth it. And you wonder why you waited so long for something so disappointing.
Steve, How many more of these?
Thanos," [Looking out the large window we saw at the end of “Thor: Ragnarok”.] I know what it's like to lose. To feel so desperately that you're right... yet to fail, nonetheless. [grabs Thor by the head.] It's frightening. Turns the legs to jelly. I ask you, to what end? Dread it. Run from it. Destiny arrives all the same. And now, it's here. Or should I say... I AM."
Thor, [exhaustedly spitting blood from his mouth] You talk too much.
Thanos," [to Loki] The Tesseract, or your brother's head. I assume you have a preference."
Loki," Oh, I do. Kill away!"
Loki," [cringing and looking away from his brother's pain and has just thought for a few seconds] ALRIGHT, STOP!"
Thor, We don't have the Tesseract. It was destroyed on Asgard.
Thor," You really are the worst, brother."
Loki," [While holding the Tesseract out to Thanos and advancing] I assure you, brother, the Sun will shine on us again."
Thanos," Your optimism is misplaced, Asgardian."
Loki," Well, for one thing: I'm not Asgardian. And for another... We have a Hulk."
Ebony Maw, Let him have his fun.
Heimdall, Allfathers... let the dark magic flow through me one last... time.
Thanos, That was a mistake.
Thor, NO!!! You're going to die for that!
Ebony Maw," Shhhh. [Holding the Tesseract, on one knee] My humble personage... bows before your grandeur. No other being has ever had the might, nay the nobility, to wield not one, but two Infinity Stones. The universe lies within your grasp."
Thanos," There are two more Stones on Earth. Find them, my children, and bring them to me on Titan."
Proxima Midnight," Father, we will not fail you."
Loki," [Emerging from a separate section of the ship] If I might, interject... If you're going to Earth, you might want a guide. I do have a bit of experience in that arena."
Thanos, If you consider failure experience...
Loki," I consider experience, experience. Almighty Thanos. I, Loki, Prince of Asgard... Odinson... The rightful King of Jotunheim, God of Mischief, do hereby pledge to you, my undying fidelity."
Thanos, “Undying.” You should choose your words more carefully.
Loki," [Giving up on fighting against Thanos] You... will never be... a god. [Thanos snaps Loki's neck, killing him]"
Thanos, No resurrections this time.
Thor, No... Loki...
Doctor Strange, Seriously? You don't have any money?
Wong, Attachment to the material is detachment from the spiritual.
Doctor Strange, I'll tell the guys at the deli. Maybe they'll make you a metaphysical Ham on Rye.
Wong," Oh, wait, wait, wait, I think I have 200."
Doctor Strange, Dollars?
Wong, Rupees.
Doctor Strange, Which is?
Wong," Uh, buck and a half."
Doctor Strange, What do you want?
Wong, I wouldn't say no to a Tuna Melt.
Bruce Banner, Thanos is coming. He's coming...
Doctor Strange," [Sharing a look with Wong, now in his normal fighting attire] ... Who?"
Title Screen, Avengers: Infinity War)
Tony," Slow down, slow down. I'm totally not kidding. Pepper Potts: [laughing slightly] You're totally rambling."
Tony," No, I'm not."
Pepper Potts, Lost me.
Tony," Look, you know how you're having a dream, and in the dream you gotta pee?"
Pepper Potts, Yeah.
Tony," Okay, and then you're like, “Oh my god, there's no bathroom, what am I gonna do?” “Oh! Someone's watching.” “I'm gonna go in my pants.”"
Pepper Potts," Right. And then you wake up, and in real life you actually have to pee."
Tony, Yes.
Pepper Potts, Yeah. Everybody has that.
Tony," Right! That's the point I'm trying to make. Apropos of that, last night, I dreamt, we had a kid. So real. We named him after your eccentric uncle. Uh, what was his name?"
Pepper Potts, [Nodding in understanding] Right.
Tony, Morgan! Morgan.
Pepper Potts," So you woke up, and thought that we were..."
Tony, Expecting.
Pepper Potts, Yeah.
Tony, [Becoming excited] Yes?
Pepper Potts, [Shaking her head} No.
Tony, I had a dream about it. It was so real.
Pepper Potts," If you wanted to have a kid, you wouldn't have done that."
Tony," I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles."
Pepper Potts," It's not helping your case, OK?"
Tony," No, no, it's an attachment, it's not a-"
Pepper Potts, {Insistently] You don't need that.
Tony," I know. I had the surgery. I'm just trying to protect us. The future, us, and that's it. Just in case there's a monster in the closet, instead of, you know..."
Pepper Potts, Shirts?
Tony, You know me so well. You finish all my sentences.
Pepper Potts, You should have shirts in your closet.
Tony, Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Winston. Right? And we should have no more surprises. Ever. I should promise you.
Pepper Potts, Yes.
Tony, I will. (Tony kisses Pepper.)
Doctor Strange," Tony, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way."
Tony," I'm sorry, you giving out tickets or something?"
Doctor Strange," We need your help. Look, it's not overselling to say that the fate of the universe is at stake."
Tony, And who's “we”?
Bruce Banner," [Emerges behind Doctor Strange] Hey, Tony."
Tony, [Looking surprised] Bruce.
Bruce Banner, Pepper.
Pepper Potts, Hi.
Tony, You okay?
Wong," [Using magic to show the universe and five out of six Infinity Stones] From the dawn of the universe, there was nothing. Then, boom! The Big Bang sent six elemental crystals, hurdling across the virgin universe. These Infinity Stones each control an essential aspect of existence."
Doctor Strange, Space. Reality. Power. Soul. Mind. And Time.
 Tony," Tell me his name again. Bruce Banner: Thanos. He's a plague, Tony. He invades planets, he takes what he wants, he wipes out half the population. He sent Loki! The attack on New York, that's him! Tony: [Speaking to himself] This is him...What's our timeline? Bruce Banner: No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe! If he gets his hands, on all six Stones, Tony... Doctor Strange: He can destroy life on a scale hither to undreamt of."
Tony," [Leans against a cauldron, stretching casually] Did you seriously just say “hither to undreamt of”?"
Doctor Strange, Are you seriously leaning on the Cauldron of the Cosmos?
Tony, Is that what this is...?
Tony," [Looking offended] I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?"
Doctor Strange, No can do.
Wong, We swore an oath to protect the Time Stone. With our lives.
Tony," And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so..."
Doctor Strange, Stark Raving Hazelnuts.
Tony, It's not bad.
Doctor Strange, A bit chalky.
Wong, “A Hunka-Hulka Burning Fudge” is our favorite.
Bruce Banner, That's a thing?
Tony, Whatever. Point is: Things change.
Doctor Strange, Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.
Tony," And still conversely, it may also be his best chance against us."
Doctor Strange," Well, if we don't do our jobs."
Tony," What is your job exactly, besides making balloon animals?"
Doctor Strange," Protecting your reality, douchebag."
Bruce Banner," Okay, guys, can we quick cable this discussion right now? The fact is that we have the Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now."
Tony," [awkwardly] Yeah, that's the thing."
Bruce Banner, What do you mean?
Tony," Two weeks ago, Vision turned off his transponder. He's offline."
Bruce Banner," What?! Tony, you lost another super bot?!"
Tony, I didn't lose him. He's more than that. He's evolving.
Doctor Strange," Who could find Vision, then?"
Tony, Shit. Probably Steve Rogers.
Doctor Strange," [sighing in exasperation] Oh, great."
Tony, Maybe. But...
Bruce Banner, [missing the events of Civil War] Call him.
Tony," It's not that easy. God, we haven't caught up in a spell, have we?"
Bruce Banner, No.
Tony, The Avengers broke up. We're toast.
Bruce Banner, Broke up? Like a band? Like The Beatles?
Tony, Cap and I fell out hard. We're not on speaking terms.
Bruce Banner," Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not."
Tony," Say, Doc, you wouldn't happen to be moving your hair, would you?"
Doctor Strange," [Trying to look up at one of his stray hairs fluttering] ... Not at the moment, no. [Tony looks at the opening on the ceiling and sees metal scraps flying by outside. He exits the Sanctum and scans the chaotic surroundings. He helps a woman up.]"
Tony, You okay?
Tony," Help him! Wong, Doc."
Bruce Banner, Go! Got it!
Tony," [Putting on his sunglasses] F.R.I.D.A.Y., what am I looking at?"
Tony," Hey! You might wanna put that Time Stone in your back pocket, Doc!"
Doctor Strange, Might wanna use it.
Peter Parker," [Tapping his friend from the seat in front of him] Ned, hey. I need you to cause a distraction."
Ned Leeds, Holy shit! We're all gonna die! There's a spaceship!
Stan Lee, What's the matter with you kids? You've never seen a spaceship before?
Tony," F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders."
Ebony Maw," Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to..."
Tony," I'm sorry, Earth is closed today. You better pack it up and get outta here."
Ebony Maw, [Looks at Strange] Stone keeper... Does this chattering animal speak for you?
Doctor Strange, Certainly not. I speak for myself. But you're trespassing in this city and on this planet.
Tony, It means get lost Squidward!
Ebony Maw, He exhausts me. Bring me the Stone.
Tony," Banner, you want a piece?"
Bruce Banner," No, not really, but when do I ever get what I want?"
Tony, That's right.
Tony," Been a while. Good to have you, buddy."
Bruce Banner," I just... I need to concentrate here for one second. Come on, come on, man."
Tony, Where's your guy?
Bruce Banner, I don't know. We've sort been havin' a thing.
Tony, There's no time for a thing.
Bruce Banner, I know.
Tony, That's the thing right there. Let's go.
Tony," {Glances at Strange] Dude, you're embarrassing me in front of the wizards."
Bruce Banner," Tony, I'm sorry. (STAMMERS) Either I can't or he won't-"
Tony," It's okay. Hey, stand down. [to Wong] Keep an eye on him. Thank you."
Wong, I have him.
Bruce Banner, Damn it.
Bruce Banner, Where'd that come from?
Tony, It's nano-tech. You like it? A little somet-
Doctor Strange," Dr. Banner, if the rest of your green friend won't be joining us..."
Tony," Gotta get that stone outta here, now."
Doctor Strange, It stays with me.
Tony, Exactly. Bye.
Bruce Banner," Tony, you okay? How we doing? Good? bad?"
Tony," Really, really good. Really good. Do you plan on helping out?"
Bruce Banner, I'm trying. He won't come out.
Tony, Hammer. [Pushing Bruce out of the way]
Bruce Banner," [begins hitting himself]Come on, Hulk. What are you doing to me? Come out! Come out! Come out!"
Hulk, No!
Bruce Banner," What do you mean, “no”?"
Peter Parker," Hey, man. What's up, Mr. Stark?"
Tony," Kid, where'd you come from?"
Peter Parker, Field trip to MoMA.
Peter Parker," What is this guy's problem, Mr. Stark?"
Tony, He's from space. He came here to steal a necklace from a wizard.
Ebony Maw, Your powers are quaint. You must be popular with children.
Doctor Strange, It's a simple spell but quite unbreakable.
Ebony Maw, Then I'll take it off your corpse.
Doctor Strange, You'll find...removing a dead man's spell... Troublesome.
Ebony Maw, You'll only wish you were dead. [Strange falls unconscious and is Maw moves to grab him. The Cloak of Levitation flies Strange away} No!
Tony," [As Strange passes through the park] Kid, that's the wizard. Get on it."
Peter Parker, On it!
Peter Parker, Not cool!
Peter Parker, Mr. Stark? I'm being beamed up.
Tony," Hang on, kid. [As Black Dwarf jumps towards Tony he is sent through a portal. Tony turns towards Wong, the one who made the portal} Wong, you're invited to my wedding. [Tony begins to fly towards the large ship] Give me a little juice, F.R.I.D.A.Y. [Tony's feet thrusters turn morph together into a larger one] Unlock 17-A. [a pod jettisons from the New Avengers Facility] Pete, you gotta let go. I'm gonna catch you."
Peter Parker," But you said save the wizard! [Peter, based on lack of oxygen, pulls off his mask] I can't breathe!"
Tony, You're too high up. You're running out of air.
Peter Parker, Yeah! That makes sense.
Peter Parker," Mr. Stark, it smells like a new car in here!"
Tony," Happy trails, kid. F.R.I.D.A.Y, send him home."
Y, Yup.
Peter Parker," Oh, come on!"
Y," Boss, incoming call from Miss Potts."
Pepper Potts," Tony? Oh, my God. Are you all right? What's going on?"
Tony," Yeah, I'm fine. I just think we might have to push our 8:30 res."
Pepper Potts, Why?
Tony, [While looking at the ship around him] Just 'cause I'll... probably not make it back for awhile.
Pepper Potts, Tell me you're not on that ship.
Tony, Yeah.
Pepper Potts," God, no. Please tell me you're not on that ship."
Tony," Honey, I'm sorry. I'm sorry, I don't know what to say."
Pepper Potts," Come back here, Tony. I swear to God..."
Tony, Pep...
Pepper Potts, Come back here right now! Come back!
Y," Boss, we're losing her. I'm going, too..."
Peter Parker, Oh my God. I should have stayed on the bus.
Bruce Banner, Where you going?
Wong, The Time Stone's been taken. The Sanctum remains unguarded. What will you do?
Bruce Banner, [Holding Rogers' cell phone] I'm gonna make a call.
SPACE, Guardians of the Galaxy)
Peter Quill," (While dancing to the song) Sing it, Drax!"
Rocket, (After yawning briefly) Why are we doing this again?
Gamora," (In annoyance) It's a distress signal, Rocket. Someone could be dying."
Rocket," I get that, but why are we doing it?"
Peter Quill, ‘Cause we're nice. And maybe whoever it is will give us a little cheddar cheese for our help.
Gamora, Which isn't the point.
Peter Quill, (Points at Gamora) Which isn't the point... I mean... If he doesn't pony up...
Rocket, We'll take his ship.
Peter Quill, B-b-b-bingo!
Mantis, (Adjusting a few things on the ship) We are arriving.
Peter Quill," All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces. (Looks back at Groot is playing a video game) Groot, put that thing away. Now. I don't wanna tell you again. Groot."
Groot, (Now a teenager and playing a handheld gaming device) [in a mocking tone] I am Groot!
Peter Quill, Whoa!
Rocket, Language!
Gamora, Hey!
Drax, Wow.
Peter Quill," You got some acorns on you, kid."
Rocket," Ever since you got your little sap, you're a total d-hole. Keep it up, and I'm gonna smash that thing to pieces!"
Mantis, What happened?
Rocket, Looks like we're not getting paid.
Rocket, (Waving his hands) Wipers! Wipers! Get it off.
Peter Quill, How the hell is this dude still alive?
Drax," He is not a dude. You're a dude. This... This is a man. A handsome, muscular man."
Peter Quill, I'm muscular.
Rocket," Who are you kidding, Quill? You're one sandwich away from fat."
Peter Quill," Yeah, right."
Drax, It's true. You have gained a little weight... (Drax motions to his chin and belly)
Peter Quill," What? Gamora, do you think I'm..."
Mantis, He is anxious. Angry. He feels tremendous loss and guilt.
Drax, It's like a pirate had a baby with an angel.
Peter Quill, Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bowflex. I'm gonna commit. I'm gonna get some dumbbells.
Rocket," You know you can't eat dumbbells, right?"
Gamora, It's like his muscles are made of Cotati metal fibers.
Peter Quill, Stop massaging his muscles. Wake him up.
Mantis, Wake.
Thor, Who the hell are you guys?
Gamora," The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre..."
Drax, Including my own.
Gamora," If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this. (she snaps her fingers)"
Thor, You seem to know a great deal about Thanos.
Drax, Gamora... is the daughter of Thanos.
Thor, Your father killed my brother.
Peter Quill," Oh, boy. Stepfather. Technically, she hates him as much as you do. (Thor softens a bit.)"
Thor," Families can be tough. Look. Before my father died, he told me I had a half-sister...that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain."
Peter Quill," And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes-”"
Thor," I need a hammer, not a spoon... (he attempts to fiddle with machinery) How do I open this thing? Is there some sort of a four-digit code maybe... Maybe a birth date or something..."
Peter Quill, What are you doing?
Thor, Taking your pod.
Peter Quill," No, you're not! (mimics THOR's accent) You'll not, be taking our pod today, sir."
Rocket, Quill. Are you making your voice deeper?
Peter Quill, No.
Drax, You are. You're imitating the god-man. It's weird.
Peter Quill, No I'm not.
Mantis, He just did it again!
Peter Quill, This is my voice!
Thor, (Thor stepping closer to Quill) Are you mocking me?
Peter Quill, Are you mocking me?
Thor, Stop it. You did it again.
Peter Quill, He's trying to copy me.
